"from","to","weight"
"Arras [1501 to 1600]","Saint-Omer [1201 to 1300]",74
"Arras [1501 to 1600]","Thérouanne [1401 to 1500]",76
"Arras [1501 to 1600]","Tours [1501 to 1600]",71
"Arras [1595]","Douai Saint-Amé",76
"Arras [1595]","Hénin-Liétard Notre-Dame O.S.A.",75
"Arras [1595]","Saint-Omer [1201 to 1300]",78
"Arras Saint-Vaast O.S.B.","Cluny O.S.B.",80
"Arras Saint-Vaast O.S.B.","Hasnon",89
"Arras Saint-Vaast O.S.B.","Saint-Denis O.S.B.",74
"Arras Saint-Vaast O.S.B.","Saint-Omer Saint-Bertin O.S.B.",86
"Arras Saint-Vaast O.S.B.","Saint-Riquier",75
"Arras Saint-Vaast O.S.B.","Saint-Thierry Saint-Thierry O.S.B.",95
"Auch","Marseille",76
"Auch","Saint-Paul-Trois-Châteaux",72
"Auch","Valence Saint-Ruf",75
"Autun","Auxerre",76
"Autun","Beaune Notre-Dame",75
"Autun","Le Mans",74
"Autun","Mâcon",75
"Autun","Tours [1501 to 1600]",78
"Autun","Tréguier",71
"Autun","Verdun",78
"Auxerre","Baltimore The Walters Art Museum W.0166",73
"Auxerre","Baltimore The Walters Art Museum W.0169",75
"Auxerre","Bruxelles Sainte-Gudule O.S.A.",75
"Auxerre","Châlons-en-Champagne",77
"Auxerre","Mons Sainte-Waudru O.S.A.",73
"Auxerre","Nantes",75
"Auxerre","Noyon",72
"Auxerre","Saint-Brieuc",71
"Auxerre","Saint-Omer [1201 to 1300]",72
"Auxerre","Saint-Omer [1518]",76
"Auxerre","Saint-Quentin",73
"Auxerre","Soissons",77
"Auxerre","Thérouanne [1401 to 1500]",77
"Auxerre","Toul",71
"Auxerre","Tours [1501 to 1600]",78
"Auxerre","Verdun",85
"Avranches","Bayeux",86
"Avranches","Châlons-en-Champagne",71
"Avranches","Coutances",78
"Avranches","Dol",73
"Avranches","Évreux",81
"Avranches","Lisieux",84
"Avranches","Rouen",76
"Avranches","Saint-Lô Sainte-Croix O.S.A.",90
"Avranches","Sarum",79
"Avranches","Sens",100
"Avranches","Tours [1501 to 1600]",76
"Avranches","Tréguier",74
"Avranches","Verdun",79
"Avranches","York",89
"Baltimore The Walters Art Museum W.0166","Baltimore The Walters Art Museum W.0169",98
"Baltimore The Walters Art Museum W.0166","Brugge Sint-Donaaskerk",78
"Baltimore The Walters Art Museum W.0166","Bruxelles Sainte-Gudule O.S.A.",77
"Baltimore The Walters Art Museum W.0166","Cambrai",71
"Baltimore The Walters Art Museum W.0166","Douai Saint-Amé",79
"Baltimore The Walters Art Museum W.0166","Hénin-Liétard Notre-Dame O.S.A.",78
"Baltimore The Walters Art Museum W.0166","Lille Saint-Pierre",78
"Baltimore The Walters Art Museum W.0166","Mons Sainte-Waudru O.S.A.",81
"Baltimore The Walters Art Museum W.0166","Noyon",82
"Baltimore The Walters Art Museum W.0166","Ronse Sint-Hermes",76
"Baltimore The Walters Art Museum W.0166","Saint-Omer [1201 to 1300]",81
"Baltimore The Walters Art Museum W.0166","Saint-Omer [1518]",77
"Baltimore The Walters Art Museum W.0166","Saint-Quentin",75
"Baltimore The Walters Art Museum W.0166","Senlis",71
"Baltimore The Walters Art Museum W.0166","Thérouanne [1401 to 1500]",82
"Baltimore The Walters Art Museum W.0166","Thérouanne [1488]",78
"Baltimore The Walters Art Museum W.0166","Tours [1501 to 1600]",77
"Baltimore The Walters Art Museum W.0169","Brugge Sint-Donaaskerk",78
"Baltimore The Walters Art Museum W.0169","Bruxelles Sainte-Gudule O.S.A.",79
"Baltimore The Walters Art Museum W.0169","Cambrai",73
"Baltimore The Walters Art Museum W.0169","Douai Saint-Amé",80
"Baltimore The Walters Art Museum W.0169","Hénin-Liétard Notre-Dame O.S.A.",80
"Baltimore The Walters Art Museum W.0169","Lille Saint-Pierre",78
"Baltimore The Walters Art Museum W.0169","Mons Sainte-Waudru O.S.A.",82
"Baltimore The Walters Art Museum W.0169","Noyon",84
"Baltimore The Walters Art Museum W.0169","Ronse Sint-Hermes",76
"Baltimore The Walters Art Museum W.0169","Saint-Omer [1201 to 1300]",83
"Baltimore The Walters Art Museum W.0169","Saint-Omer [1518]",78
"Baltimore The Walters Art Museum W.0169","Saint-Quentin",76
"Baltimore The Walters Art Museum W.0169","Senlis",73
"Baltimore The Walters Art Museum W.0169","Thérouanne [1401 to 1500]",84
"Baltimore The Walters Art Museum W.0169","Thérouanne [1488]",80
"Baltimore The Walters Art Museum W.0169","Tours [1501 to 1600]",80
"Baltimore The Walters Art Museum W.0169","Verdun",71
"Bayeux","Coutances",83
"Bayeux","Dol",71
"Bayeux","Évreux",76
"Bayeux","Lisieux",81
"Bayeux","Rouen",72
"Bayeux","Saint-Lô Sainte-Croix O.S.A.",82
"Bayeux","Sarum",79
"Bayeux","Sens",88
"Bayeux","Tours [1501 to 1600]",77
"Bayeux","Tréguier",73
"Bayeux","Verdun",71
"Bayeux","York",80
"Bazas","Dax",71
"Bazas","Nantes",71
"Bazas","O.Carm.",77
"Bazas","O.Hosp.",73
"Bazas","Poitiers",74
"Bazas","Sevilla",81
"Bazas","Tours [1501 to 1600]",75
"Beaugency","Chartres",88
"Beaugency","Josaphat Notre-Dame O.S.B.",75
"Beaugency","Orléans",73
"Beaugency","Saint-Malo",81
"Beaugency","Saint-Pol-de-Léon",71
"Beaugency","Saint-Quentin",79
"Beaugency","Senlis",71
"Beaugency","Soissons",74
"Beaugency","Thérouanne [1401 to 1500]",71
"Beaugency","Tréguier",73
"Beaulieu Notre Dame O.Cist","Essômes O.S.A.",71
"Beaune Notre-Dame","Genève",72
"Beaune Notre-Dame","Sevilla",72
"Beaune Notre-Dame","Sion-en-Valais",71
"Beauvais","Essômes O.S.A.",73
"Beauvais","Hénin-Liétard Notre-Dame O.S.A.",74
"Beauvais","Reims",71
"Beauvais","Saint-Omer [1201 to 1300]",78
"Beauvais","Saint-Quentin",73
"Beauvais","Senlis",71
"Beauvais","Soissons",71
"Beauvais","Thérouanne [1401 to 1500]",72
"Béziers","Fréjus",90
"Béziers","Grasse",91
"Béziers","Lérida",82
"Béziers","Maguelonne",95
"Béziers","Mende",90
"Béziers","Narbonne",88
"Béziers","O.P.",82
"Béziers","O.T.",85
"Béziers","Toulouse",85
"Béziers","Utrecht",76
"Béziers","Uzès",88
"Béziers","Valencia",82
"Bourges","Chalon-sur-Saône",73
"Bourges","Châlons-en-Champagne",75
"Bourges","Lisieux",71
"Bourges","Rennes [1401 to 1500]",73
"Bourges","Rennes [1430]",71
"Bourges","Saint-Brieuc",73
"Bourges","Saint-Pierre de La Couture O.S.B.",75
"Bourges","Sarum",75
"Bourges","Sens",74
"Bourges","Tours [1401 to 1600]",73
"Bourges","Tréguier",76
"Bremen","Köln",76
"Bremen","Utrecht",75
"Brugge","O.Camal.",74
"Brugge","O.Carm.",75
"Brugge","Roma",91
"Brugge Sint-Donaaskerk","Douai Saint-Amé",72
"Brugge Sint-Donaaskerk","Hénin-Liétard Notre-Dame O.S.A.",74
"Brugge Sint-Donaaskerk","Ronse Sint-Hermes",73
"Brugge Sint-Donaaskerk","Saint-Omer [1201 to 1300]",76
"Bruxelles Sainte-Gudule O.S.A.","Hénin-Liétard Notre-Dame O.S.A.",81
"Bruxelles Sainte-Gudule O.S.A.","Laon",72
"Bruxelles Sainte-Gudule O.S.A.","Mons Sainte-Waudru O.S.A.",84
"Bruxelles Sainte-Gudule O.S.A.","Nantes",72
"Bruxelles Sainte-Gudule O.S.A.","Noyon",79
"Bruxelles Sainte-Gudule O.S.A.","O.Praem.",73
"Bruxelles Sainte-Gudule O.S.A.","Poitiers",74
"Bruxelles Sainte-Gudule O.S.A.","Reims",71
"Bruxelles Sainte-Gudule O.S.A.","Ronse Sint-Hermes",71
"Bruxelles Sainte-Gudule O.S.A.","Saint-Omer [1201 to 1300]",81
"Bruxelles Sainte-Gudule O.S.A.","Saint-Omer [1518]",76
"Bruxelles Sainte-Gudule O.S.A.","Saint-Quentin",74
"Bruxelles Sainte-Gudule O.S.A.","Senlis",72
"Bruxelles Sainte-Gudule O.S.A.","Thérouanne [1401 to 1500]",81
"Bruxelles Sainte-Gudule O.S.A.","Thérouanne [1488]",75
"Bruxelles Sainte-Gudule O.S.A.","Tours [1501 to 1600]",86
"Bruxelles Sainte-Gudule O.S.A.","Tréguier",73
"Bruxelles Sainte-Gudule O.S.A.","Verdun",75
"Cambrai","Hénin-Liétard Notre-Dame O.S.A.",72
"Cambrai","Mons Sainte-Waudru O.S.A.",78
"Cambrai","Thérouanne [1401 to 1500]",72
"Cavaillon","Marseille",75
"Cavaillon","Plasencia",73
"Chaise-Dieu (La) O.S.B.","Tarentaise",73
"Chalon-sur-Saône","Reims",71
"Châlons-en-Champagne","Mons Sainte-Waudru O.S.A.",73
"Châlons-en-Champagne","Rennes [1401 to 1500]",73
"Châlons-en-Champagne","Rennes [1430]",72
"Châlons-en-Champagne","Saint-Brieuc",77
"Châlons-en-Champagne","Saint-Pierre de La Couture O.S.B.",72
"Châlons-en-Champagne","Sens",79
"Châlons-en-Champagne","Thérouanne [1401 to 1500]",71
"Châlons-en-Champagne","Tours [1501 to 1600]",72
"Châlons-en-Champagne","Tréguier",73
"Châlons-en-Champagne","Verdun",76
"Châlons-en-Champagne","York",72
"Chartres","Josaphat Notre-Dame O.S.B.",85
"Chartres","Saint-Malo",72
"Chartres","Saint-Pol-de-Léon",71
"Chartres","Saint-Quentin",71
"Chezal-Benoît O.S.B.","O.Cist.",72
"Chezal-Benoît O.S.B.","Tarentaise",76
"Cluny O.S.B.","Compiègne Saint-Corneille O.S.B.",89
"Cluny O.S.B.","Hasnon",78
"Cluny O.S.B.","Saint-Denis O.S.B.",79
"Cluny O.S.B.","Saint-Omer Saint-Bertin O.S.B.",75
"Cluny O.S.B.","Saint-Riquier",81
"Cluny O.S.B.","Saint-Thierry Saint-Thierry O.S.B.",81
"Cluny O.S.B.","Villiers-aux-Nonnains Notre-Dame O.S.B.f",71
"Compiègne Saint-Corneille O.S.B.","Paris Saint-Germain des Prés O.S.B.",75
"Compiègne Saint-Corneille O.S.B.","Saint-Denis O.S.B.",78
"Compiègne Saint-Corneille O.S.B.","Saint-Quentin-en-l'Isle O.S.B.",72
"Compiègne Saint-Corneille O.S.B.","Saint-Riquier",80
"Compiègne Saint-Corneille O.S.B.","Saint-Thierry Saint-Thierry O.S.B.",72
"Coutances","Évreux",78
"Coutances","Lisieux",81
"Coutances","Rouen",87
"Coutances","Saint-Lô Sainte-Croix O.S.A.",77
"Coutances","Sarum",83
"Coutances","Sens",81
"Coutances","Tréguier",74
"Coutances","York",85
"Dax","Elne",72
"Dax","Sevilla",77
"Dol","Lisieux",77
"Dol","Nantes",73
"Dol","Rennes [1401 to 1500]",73
"Dol","Rennes [1430]",71
"Dol","Saint-Brieuc",78
"Dol","Saint-Pierre de La Couture O.S.B.",77
"Dol","Sarum",85
"Dol","Sens",72
"Dol","Tréguier",85
"Dol","York",73
"Douai Saint-Amé","Hénin-Liétard Notre-Dame O.S.A.",78
"Douai Saint-Amé","Lille Saint-Pierre",73
"Douai Saint-Amé","Mons Sainte-Waudru O.S.A.",81
"Douai Saint-Amé","Noyon",74
"Douai Saint-Amé","Saint-Omer [1201 to 1300]",80
"Douai Saint-Amé","Saint-Omer [1518]",71
"Douai Saint-Amé","Saint-Quentin",72
"Douai Saint-Amé","Senlis",71
"Douai Saint-Amé","Thérouanne [1401 to 1500]",85
"Douai Saint-Amé","Thérouanne [1488]",79
"Douai Saint-Amé","Tours [1501 to 1600]",81
"Douai Saint-Amé","Watten O.S.A.",72
"Durham Saint Cuthbert O.S.B.","Tours [1501 to 1600]",87
"Elne","Gerona",71
"Elne","Valence Saint-Ruf",76
"Embrun","Fréjus",77
"Embrun","Grasse",76
"Embrun","Lérida",72
"Embrun","Maguelonne",72
"Embrun","Valencia",80
"Évreux","Lisieux",85
"Évreux","Mons Sainte-Waudru O.S.A.",71
"Évreux","Rouen",75
"Évreux","Saint-Brieuc",73
"Évreux","Saint-Lô Sainte-Croix O.S.A.",71
"Évreux","Saint-Omer [1201 to 1300]",71
"Évreux","Sarum",81
"Évreux","Sens",77
"Évreux","Thérouanne [1401 to 1500]",82
"Évreux","Tours [1501 to 1600]",72
"Évreux","Tréguier",78
"Évreux","York",83
"Fréjus","Grasse",100
"Fréjus","Lérida",76
"Fréjus","Maguelonne",94
"Fréjus","Mende",86
"Fréjus","Narbonne",80
"Fréjus","O.P.",76
"Fréjus","O.T.",76
"Fréjus","Sisteron",82
"Fréjus","Toulouse",77
"Fréjus","Uzès",93
"Fréjus","Valencia",85
"Grasse","Lérida",71
"Grasse","Maguelonne",96
"Grasse","Mende",85
"Grasse","Narbonne",82
"Grasse","Saint-Paul-Trois-Châteaux",73
"Grasse","Sisteron",83
"Grasse","Uzès",94
"Grasse","Valencia",78
"Grenoble","Oulx",76
"Grenoble","Viviers",75
"Hasnon","Saint-Omer Saint-Bertin O.S.B.",77
"Hasnon","Saint-Quentin-en-l'Isle O.S.B.",89
"Hasnon","Saint-Riquier",72
"Hasnon","Saint-Thierry Saint-Thierry O.S.B.",92
"Hasnon","Villiers-aux-Nonnains Notre-Dame O.S.B.f",71
"Hénin-Liétard Notre-Dame O.S.A.","Laon",78
"Hénin-Liétard Notre-Dame O.S.A.","Lille Saint-Pierre",75
"Hénin-Liétard Notre-Dame O.S.A.","Metz",74
"Hénin-Liétard Notre-Dame O.S.A.","Mons Sainte-Waudru O.S.A.",94
"Hénin-Liétard Notre-Dame O.S.A.","Noyon",90
"Hénin-Liétard Notre-Dame O.S.A.","O.Praem.",75
"Hénin-Liétard Notre-Dame O.S.A.","Paris Saint-Victor O.S.A.",75
"Hénin-Liétard Notre-Dame O.S.A.","Saint-Omer [1201 to 1300]",88
"Hénin-Liétard Notre-Dame O.S.A.","Saint-Omer [1518]",81
"Hénin-Liétard Notre-Dame O.S.A.","Saint-Quentin",86
"Hénin-Liétard Notre-Dame O.S.A.","Senlis",80
"Hénin-Liétard Notre-Dame O.S.A.","Soissons",75
"Hénin-Liétard Notre-Dame O.S.A.","Thérouanne [1401 to 1500]",88
"Hénin-Liétard Notre-Dame O.S.A.","Thérouanne [1488]",87
"Hénin-Liétard Notre-Dame O.S.A.","Tours [1501 to 1600]",75
"Hénin-Liétard Notre-Dame O.S.A.","Watten O.S.A.",80
"Hortulus animae","Strasbourg",73
"Josaphat Notre-Dame O.S.B.","Saint-Malo",72
"Köln","Mainz",76
"Köln","Utrecht",77
"Konstanz","Regensburg",73
"Konstanz","Würtzburg",71
"La Croix-Saint-Leufroy O.S.B.","Rouen Saint-Ouen O.S.B.",74
"La Riche Saint-Côme O.S.A.","Loches",82
"La Riche Saint-Côme O.S.A.","Tours Saint-Martin",83
"Langres","Toul",72
"Laon","Le Mans",78
"Laon","Mons Sainte-Waudru O.S.A.",71
"Laon","Nantes",72
"Laon","Noyon",74
"Laon","Reims",72
"Laon","Saint-Omer [1201 to 1300]",78
"Laon","Saint-Omer [1518]",71
"Laon","Saint-Quentin",75
"Laon","Senlis",74
"Laon","Soissons",81
"Laon","Thérouanne [1401 to 1500]",71
"Laon","Tours [1401 to 1600]",72
"Laon","Tours Saint-Julien O.S.B.",71
"Le Mans","Saint-Pierre de La Couture O.S.B.",72
"Le Mans","Saint-Quentin",71
"Le Mans","Senlis",71
"Le Mans","Soissons",80
"Le Mans","Tours [1401 to 1600]",72
"Le Mans","Tours [1501 to 1600]",72
"Le Mans","Tours Saint-Julien O.S.B.",75
"Le Mans","Verdun",71
"Lérida","Maguelonne",81
"Lérida","Mende",76
"Lérida","O.P.",73
"Lérida","O.T.",75
"Lérida","Toulouse",71
"Lérida","Uzès",75
"Lérida","Valencia",75
"Lille Saint-Pierre","Mons Sainte-Waudru O.S.A.",83
"Lille Saint-Pierre","Noyon",71
"Lille Saint-Pierre","Saint-Omer [1201 to 1300]",76
"Lille Saint-Pierre","Saint-Omer [1518]",72
"Lille Saint-Pierre","Saint-Quentin",71
"Lille Saint-Pierre","Thérouanne [1401 to 1500]",81
"Lille Saint-Pierre","Tours [1501 to 1600]",76
"Limoges","Poitiers",72
"Limoges","Verdun",75
"Lisieux","Rouen",78
"Lisieux","Saint-Lô Sainte-Croix O.S.A.",82
"Lisieux","Sarum",81
"Lisieux","Sens",89
"Lisieux","Thérouanne [1401 to 1500]",73
"Lisieux","Tours [1501 to 1600]",75
"Lisieux","Tréguier",78
"Lisieux","Verdun",71
"Lisieux","York",86
"Loches","Reims",78
"Loches","Tours [1401 to 1600]",76
"Loches","Tours Saint-Martin",73
"Mâcon","Tours [1501 to 1600]",85
"Mâcon","Verdun",75
"Maguelonne","Mainz",72
"Maguelonne","Mende",91
"Maguelonne","Narbonne",85
"Maguelonne","O.P.",81
"Maguelonne","O.T.",81
"Maguelonne","Sisteron",87
"Maguelonne","Toulouse",86
"Maguelonne","Utrecht",75
"Maguelonne","Uzès",96
"Maguelonne","Valencia",89
"Mainz","Regensburg",76
"Mainz","Würtzburg",76
"Marseille","Saint-Paul-Trois-Châteaux",73
"Marseille","Valence Saint-Ruf",72
"Meaux","Tours [1501 to 1600]",71
"Mende","Narbonne",82
"Mende","O.P.",71
"Mende","O.T.",73
"Mende","Toulouse",77
"Mende","Uzès",83
"Mende","Valencia",76
"Mons Sainte-Waudru O.S.A.","Nantes",73
"Mons Sainte-Waudru O.S.A.","Noyon",86
"Mons Sainte-Waudru O.S.A.","O.Praem.",77
"Mons Sainte-Waudru O.S.A.","Saint-Omer [1201 to 1300]",88
"Mons Sainte-Waudru O.S.A.","Saint-Omer [1518]",85
"Mons Sainte-Waudru O.S.A.","Saint-Quentin",78
"Mons Sainte-Waudru O.S.A.","Senlis",78
"Mons Sainte-Waudru O.S.A.","Thérouanne [1401 to 1500]",88
"Mons Sainte-Waudru O.S.A.","Thérouanne [1488]",77
"Mons Sainte-Waudru O.S.A.","Tournai",72
"Mons Sainte-Waudru O.S.A.","Tours [1501 to 1600]",82
"Mouzon Notre-Dame O.S.B.","Tarentaise",77
"Nantes","Poitiers",85
"Nantes","Rennes [1430]",71
"Nantes","Saint-Brieuc",73
"Nantes","Sarum",74
"Nantes","Soissons",75
"Nantes","Thérouanne [1401 to 1500]",73
"Nantes","Tours [1501 to 1600]",85
"Nantes","Tours Saint-Julien O.S.B.",74
"Nantes","Tréguier",80
"Nantes","Verdun",76
"Narbonne","O.P.",72
"Narbonne","O.T.",74
"Narbonne","Toulouse",78
"Narbonne","Uzès",75
"Nevers","Tréguier",72
"Nevers","Troyes [1470 to 1507]",74
"Noyon","O.Praem.",75
"Noyon","Reims",72
"Noyon","Ronse Sint-Hermes",73
"Noyon","Saint-Omer [1201 to 1300]",91
"Noyon","Saint-Omer [1518]",81
"Noyon","Saint-Quentin",85
"Noyon","Senlis",80
"Noyon","Soissons",76
"Noyon","Thérouanne [1401 to 1500]",85
"Noyon","Thérouanne [1488]",91
"Noyon","Tours [1501 to 1600]",76
"O.Carm.","O.Hosp.",85
"O.Carm.","Sevilla",82
"O.Carm.","Tours [1501 to 1600]",84
"O.Carm.","Verdun",72
"O.Cist.","Saint-Antoine des Champs O.Cist.",80
"O.Cist.","Tours [1501 to 1600]",76
"O.Cist.","Tours Saint-Julien O.S.B.",71
"O.Cist.","Verdun",75
"O.Cist.","Villeneuve-lès-Avignon Saint-André O.S.B.",75
"O.Hosp.","Sevilla",72
"O.Hosp.","Toul",80
"O.Hosp.","Tours [1501 to 1600]",85
"O.Hosp.","Verdun",72
"O.P.","O.T.",95
"O.P.","Toulouse",82
"O.P.","Tours [1501 to 1600]",74
"O.P.","Uzès",75
"O.P.","Valencia",78
"O.Praem.","Saint-Omer [1201 to 1300]",74
"O.Praem.","Thérouanne [1401 to 1500]",73
"O.T.","Toulouse",85
"O.T.","Tours [1501 to 1600]",71
"O.T.","Uzès",75
"O.T.","Valencia",78
"Orléans","Saint-Brieuc",72
"Orléans","Saint-Malo",75
"Orléans","Soissons",75
"Orléans","Tréguier",76
"Orléans","Troyes [1470 to 1507]",75
"Oulx","Valence Saint-Ruf",72
"Paris","Saint-Pol-de-Léon",96
"Paris Saint-Victor O.S.A.","Paris Sainte-Geneviève O.S.A.",83
"Poitiers","Saintes",77
"Poitiers","Sarum",71
"Poitiers","Soissons",74
"Poitiers","Tours [1501 to 1600]",79
"Poitiers","Tours Saint-Julien O.S.B.",72
"Poitiers","Tréguier",75
"Poitiers","Verdun",73
"Regensburg","Würtzburg",76
"Reims","Saint-Malo",74
"Reims","Saint-Omer [1201 to 1300]",75
"Reims","Senlis",71
"Reims","Soissons",78
"Reims","Tours [1401 to 1600]",81
"Reims","Tours Saint-Julien O.S.B.",72
"Reims","Tours Saint-Martin",74
"Reims","Tréguier",71
"Rennes [1401 to 1500]","Rennes [1430]",90
"Rennes [1401 to 1500]","Saint-Brieuc",80
"Rennes [1401 to 1500]","Saint-Pierre de La Couture O.S.B.",80
"Rennes [1401 to 1500]","Tréguier",80
"Rennes [1430]","Saint-Brieuc",78
"Rennes [1430]","Saint-Malo",73
"Rennes [1430]","Tréguier",78
"Rennes Notre-Dame-en-Saint-Melaine","Saumur Saint-Florent O.S.B.",71
"Rennes Notre-Dame-en-Saint-Melaine","Tours Saint-Julien O.S.B.",74
"Romans-sur-Isère Saint-Barnard","Saint-Paul-Trois-Châteaux",76
"Romans-sur-Isère Saint-Barnard","Vienne",72
"Ronse Sint-Hermes","Thérouanne [1488]",73
"Ronse Sint-Hermes","Tournai",85
"Rouen","Saint-Lô Sainte-Croix O.S.A.",74
"Rouen","Sarum",78
"Rouen","Sens",77
"Rouen","Tours [1501 to 1600]",75
"Rouen","Tréguier",75
"Rouen","York",81
"Saint-Antoine des Champs O.Cist.","Tours [1501 to 1600]",77
"Saint-Antoine des Champs O.Cist.","Villiers-aux-Nonnains Notre-Dame O.S.B.f",77
"Saint-Brieuc","Saint-Malo",83
"Saint-Brieuc","Saint-Pierre de La Couture O.S.B.",78
"Saint-Brieuc","Sarum",73
"Saint-Brieuc","Soissons",73
"Saint-Brieuc","Tréguier",80
"Saint-Denis O.S.B.","Saint-Riquier",73
"Saint-Denis O.S.B.","Tours [1501 to 1600]",75
"Saint-Lô Sainte-Croix O.S.A.","Sarum",71
"Saint-Lô Sainte-Croix O.S.A.","Sens",92
"Saint-Lô Sainte-Croix O.S.A.","Tours [1501 to 1600]",75
"Saint-Lô Sainte-Croix O.S.A.","York",83
"Saint-Magloire","Tarentaise",76
"Saint-Malo","Soissons",73
"Saint-Omer [1201 to 1300]","Saint-Omer [1518]",90
"Saint-Omer [1201 to 1300]","Saint-Quentin",89
"Saint-Omer [1201 to 1300]","Senlis",84
"Saint-Omer [1201 to 1300]","Soissons",81
"Saint-Omer [1201 to 1300]","Thérouanne [1401 to 1500]",92
